ID,Name,Extension,Width,Height,Duration,URL,Annotation,Comments,Tags,Folders,Size,Imported At,Modified At,File Path
MG5YZ1MZDUWL1,Full charts components (Community),fig,1660,912,,,,,,"mobile, web",7135488,2025-09-30 03:00:00,,D:\設計素材.library\images\MG5YZ1MZDUWL1.info\Full charts components (Community).fig
